	ref	object_original	trade_original	url	object	trade
6603	18060254	九江学院图书馆电子资源（高教网考研精品课程）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060254.htm	九江学院图书馆电子资源高教网考研精品课程采购项目	
6604	18060255	九江市疾病预防控制中心结核分枝杆菌rpoB基因和突变检测试剂盒采购项目单一来源论证公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060255.htm	九江市疾病预防控制中心结核分枝杆菌基因和突变检测试剂盒采购项目单一来源论证公示	
6605	18060256	九江学院图书馆电子资源（百链云图书馆）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060256.htm	九江学院图书馆电子资源百链云图书馆采购项目	
6606	18060257	九江学院图书馆电子资源（职业全能培训库）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060257.htm	九江学院图书馆电子资源职业全能培训库采购项目	
6607	18060258	九江学院图书馆电子资源（中国知网数据库）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060258.htm	九江学院图书馆电子资源中国知网数据库采购项目	
6608	18060259	九江学院图书馆电子资源（北大法宝）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060259.htm	九江学院图书馆电子资源北大法宝采购项目	
6609	18060260	九江学院图书馆电子资源（国研网教育版）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060260.htm	九江学院图书馆电子资源国研网教育版采购项目	
6610	18060261	九江市疾病预防控制中心结核分枝杆菌耐药突变检测试剂及基因分型试剂盒（熔解曲线）单一来源论证公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060261.htm	九江市疾病预防控制中心结核分枝杆菌耐药突变检测试剂及基因分型试剂盒熔解曲线单一来源论证公示	
6611	18060262	峡江县河西工业园区污水处理厂扩容工程BOT服务项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060262.htm	峡江县河西工业园区污水处理厂扩容工程服务项目单一来源采购公示	
6612	18060263	峡江县城南工业污水处理厂扩容提标工程BOT服务项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060263.htm	峡江县城南工业污水处理厂扩容提标工程服务项目单一来源采购公示	
6613	18060264	九江学院图书馆电子资源（全球案例发现系统）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060264.htm	九江学院图书馆电子资源全球案例发现系统采购项目	
6614	18060265	九江学院图书馆电子资源（银符考试题库）采购项目		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060265.htm	九江学院图书馆电子资源银符考试题库采购项目	
6615	18060333	丹凤县中医医院丹凤县中医医院医疗责任保险采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060333.htm	丹凤县中医医院丹凤县中医医院医疗责任保险采购项目采购实行单一来源采购方式的公示	
6616	18060361	府谷县气象局本级府谷县气象灾害应急通信系统建设采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060361.htm	府谷县气象局本级府谷县气象灾害应急通信系统建设采购实行单一来源采购方式的公示	
6618	18060572	山东科技大学能源学院三维真实破裂过程分析软件采购项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220611_18060572.htm	山东科技大学能源学院三维真实破裂过程分析软件采购项目单一来源采购公示	
6619	18060683	哈尔滨师范大学2022年图书馆数据库采购采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220612_18060683.htm	哈尔滨师范大学年图书馆数据库采购采购实行单一来源采购方式的公示	
6620	18060859	黑龙江省公路路网监测中心大数据平台运行维护采购项目单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220612_18060859.htm	黑龙江省公路路网监测中心大数据平台运行维护采购项目单一来源公告	
6621	18060862	黑龙江省公路路网监测中心公共信息平台运行维护采购项目单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220612_18060862.htm	黑龙江省公路路网监测中心公共信息平台运行维护采购项目单一来源公告	
6622	18060915	青岛大学2022年信息化技术服务采购项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220612_18060915.htm	青岛大学年信息化技术服务采购项目单一来源采购公示	
6624	18061270	同江市市政工程维护中心2022年全年路灯易损件（单一来源采购）单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220612_18061270.htm	同江市市政工程维护中心年全年路灯易损件单一来源采购单一来源公告	
6628	18061426	佛山市食品药品检验检测中心公共物业及园区配套服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061426.htm	佛山市食品药品检验检测中心公共物业及园区配套服务采购实行单一来源采购方式的公示	
6629	18061654	铜川市文化和旅游局延西高速马额段跨线桥广告位租赁采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061654.htm	铜川市文化和旅游局延西高速马额段跨线桥广告位租赁采购实行单一来源采购方式的公示	
6631	18061710	榆林市榆阳区残疾人联合会残疾人托养服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061710.htm	榆林市榆阳区残疾人联合会残疾人托养服务采购实行单一来源采购方式的公示	
6632	18061800	四川省图书馆四川省图书馆2022年度自动化集成管理系统维护服务项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061800.htm	四川省图书馆四川省图书馆年度自动化集成管理系统维护服务项目采购实行单一来源采购方式的公示	
6633	18061831	东莞松山湖高新技术产业开发区管理委员会（宣传与社会工作局）松山湖与南方日报年度宣传合作项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061831.htm	东莞松山湖高新技术产业开发区管理委员会宣传与社会工作局松山湖与南方日报年度宣传合作项目采购实行单一来源采购方式的公示	
6634	18061846	东莞松山湖高新技术产业开发区管理委员会（宣传与社会工作局）松山湖与东莞报业传媒集团年度宣传合作项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061846.htm	东莞松山湖高新技术产业开发区管理委员会宣传与社会工作局松山湖与东莞报业传媒集团年度宣传合作项目采购实行单一来源采购方式的公示	
6635	18061853	东莞松山湖高新技术产业开发区管理委员会（宣传与社会工作局）松山湖与东莞广播电视台年度宣传合作项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061853.htm	东莞松山湖高新技术产业开发区管理委员会宣传与社会工作局松山湖与东莞广播电视台年度宣传合作项目采购实行单一来源采购方式的公示	
6636	18061979	福建省文化和旅游厅2022福建省文旅营销推广专案服务类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061979.htm	福建省文化和旅游厅福建省文旅营销推广专案服务类采购项目采购公告	
6637	18061982	陕西省荣誉军人康复医院电子胃镜采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061982.htm	陕西省荣誉军人康复医院电子胃镜采购项目采购实行单一来源采购方式的公示	
6638	18061984	央视频合作推广采购公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18061984.htm	央视频合作推广采购公告	
6639	18062093	成都工业学院教科网接入服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062093.htm	成都工业学院教科网接入服务采购实行单一来源采购方式的公示	
6641	18062265	广州开发区金融工作局粤港澳大湾区（黄埔）跨境理财和资产管理中心场地租赁服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062265.htm	广州开发区金融工作局粤港澳大湾区黄埔跨境理财和资产管理中心场地租赁服务采购实行单一来源采购方式的公示	
6642	18062367	温岭市耕地保护“耕地智保”场景应用高位视频服务项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062367.htm	温岭市耕地保护耕地智保场景应用高位视频服务项目单一来源采购公示	
6643	18062615	厦航主题飞机宣传采购采购公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062615.htm	厦航主题飞机宣传采购采购公告	
6644	18062655	陕西省计划生育协会陕西省计生特殊家庭父母意外、疾病住院护理保险采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062655.htm	陕西省计划生育协会陕西省计生特殊家庭父母意外疾病住院护理保险采购实行单一来源采购方式的公示	
6645	18062733	黑龙江民族职业学院省内招生广告投放采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062733.htm	黑龙江民族职业学院省内招生广告投放采购实行单一来源采购方式的公示	
6646	18062745	枣庄市市民中心食堂购买餐饮服务项目单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062745.htm	枣庄市市民中心食堂购买餐饮服务项目单一来源采购公示	
6647	18062787	山东省血液中心进口试剂项目一（1包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062787.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6648	18062791	山东省血液中心进口试剂项目一（2包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062791.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6649	18062802	山东省血液中心进口试剂项目一（3包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062802.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6650	18062803	山东省血液中心进口试剂项目一（4包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062803.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6651	18062834	山东省血液中心进口试剂项目一（5包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062834.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6652	18062848	山东省血液中心进口试剂项目一（6包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18062848.htm	山东省血液中心进口试剂项目一包单一来源采购公示	
6653	18063034	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063034.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6654	18063035	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063035.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6655	18063036	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063036.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6656	18063038	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063038.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6657	18063039	西安邮电大学图书馆2022年中外文电子书采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063039.htm	西安邮电大学图书馆年中外文电子书采购项目采购实行单一来源采购方式的公示	
6658	18063041	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063041.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6659	18063042	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063042.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6660	18063043	西安邮电大学图书馆2022年外文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063043.htm	西安邮电大学图书馆年外文数据库采购项目采购实行单一来源采购方式的公示	
6661	18063045	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063045.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6662	18063046	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063046.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6663	18063048	西安邮电大学图书馆2022年中外文电子书采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063048.htm	西安邮电大学图书馆年中外文电子书采购项目采购实行单一来源采购方式的公示	
6664	18063049	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063049.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6665	18063051	西安邮电大学书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063051.htm	西安邮电大学书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6666	18063052	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063052.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6667	18063054	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063054.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6668	18063055	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063055.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6669	18063056	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063056.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6670	18063057	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063057.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6671	18063058	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063058.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6672	18063061	西安邮电大学图书馆2022年中文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063061.htm	西安邮电大学图书馆年中文数据库采购项目采购实行单一来源采购方式的公示	
6673	18063063	西安邮电大学图书馆2022年外文数据库采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063063.htm	西安邮电大学图书馆年外文数据库采购项目采购实行单一来源采购方式的公示	
6675	18063500	青岛大学附属医院信息网络及软硬件购置更新项目（3）1包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063500.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6676	18063502	青岛大学附属医院信息网络及软硬件购置更新项目（3）2包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063502.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6677	18063512	青岛大学附属医院信息网络及软硬件购置更新项目（3）3包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063512.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6678	18063534	青岛大学附属医院信息网络及软硬件购置更新项目（4）2包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063534.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6679	18063539	青岛大学附属医院信息网络及软硬件购置更新项目（4）1包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063539.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6680	18063548	青岛大学附属医院信息网络及软硬件购置更新项目（4）3包单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063548.htm	青岛大学附属医院信息网络及软硬件购置更新项目包单一来源采购公示	
6681	18063729	黑龙江省司法厅2022年黑龙江广播电视台法治节目制播费单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063729.htm	黑龙江省司法厅年黑龙江广播电视台法治节目制播费单一来源公告	
6682	18063747	黑龙江省书画院网络运行维护费单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063747.htm	黑龙江省书画院网络运行维护费单一来源公告	
6683	18063797	萝北县口岸服务中心口岸疫情防控转运车辆终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063797.htm	萝北县口岸服务中心口岸疫情防控转运车辆终止公告	
6684	18063806	上海市崇明区卫生健康委员会崇明区卫生信息化平台2022年度云灾备项目单一来源单一来源公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063806.htm	上海市崇明区卫生健康委员会崇明区卫生信息化平台年度云灾备项目单一来源单一来源公示	
6685	18063824	水平衡测试及公共机构碳达峰碳中和工作咨询服务(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063824.htm	水平衡测试及公共机构碳达峰碳中和工作咨询服务二次结果公告	
6687	18063842	上海市崇明区卫生健康委员会崇明区卫生信息化平台2022年度云租赁项目单一来源单一来源公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063842.htm	上海市崇明区卫生健康委员会崇明区卫生信息化平台年度云租赁项目单一来源单一来源公示	
6688	18063847	聊城市疾病预防控制中心重大公共卫生艾滋病检测试剂耗材采购项目（标段一）废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063847.htm	聊城市疾病预防控制中心重大公共卫生艾滋病检测试剂耗材采购项目标段一废标公告	
6689	18063880	双鸭山市教育和体育局2022年国家教育考试标准化考场升级改造(二次)终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063880.htm	双鸭山市教育和体育局年国家教育考试标准化考场升级改造二次终止公告	
6690	18063902	镇坪县财政局（本级）镇坪县衔接推进乡村振兴项目资金“三级两帐”监管平台升级服务项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18063902.htm	镇坪县财政局本级镇坪县衔接推进乡村振兴项目资金三级两帐监管平台升级服务项目采购实行单一来源采购方式的公示	
6691	18063938	虎林市东方红高级中学建设悬浮地板场地工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063938.htm	虎林市东方红高级中学建设悬浮地板场地工程结果公告	
6694	18063958	石家庄市电子政务中心2022年市直部门及单位网络安全加固服务项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18063958.htm	石家庄市电子政务中心年市直部门及单位网络安全加固服务项目废标公告	
6695	18064035	北川羌族自治县教育和体育局义务教育学校教学设备采购项目(一)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064035.htm	北川羌族自治县教育和体育局义务教育学校教学设备采购项目一结果公告	
6696	18064046	克东县昌盛乡购买鲜食玉米收获机等项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064046.htm	克东县昌盛乡购买鲜食玉米收获机等项目结果公告	
6697	18064086	黑龙江省佳木斯航道事务中心佳木斯基地维修终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064086.htm	黑龙江省佳木斯航道事务中心佳木斯基地维修终止公告	
6698	18064101	河北省承德市中级人民法院互联网法庭建设项目询价废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064101.htm	河北省承德市中级人民法院互联网法庭建设项目询价废标公告	
6699	18064117	西安市人力资源和社会保障局信息中心人社公共数据平台维护服务项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064117.htm	西安市人力资源和社会保障局信息中心人社公共数据平台维护服务项目采购实行单一来源采购方式的公示	
6700	18064119	境内投资推介系列活动项目02包（上海线下投资推介活动）废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064119.htm	境内投资推介系列活动项目包上海线下投资推介活动废标公告	
6701	18064139	医用气体采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064139.htm	医用气体采购项目废标公告	
6702	18064156	佳木斯大学附属第一医院内镜中心修缮工程结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064156.htm	佳木斯大学附属第一医院内镜中心修缮工程结果公告	
6703	18064187	手术放大镜项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064187.htm	手术放大镜项目废标公告	
6706	18064207	德阳市罗江区中医医院德阳市罗江区中医医院2022年中联信息管理系统运维服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064207.htm	德阳市罗江区中医医院德阳市罗江区中医医院年中联信息管理系统运维服务采购实行单一来源采购方式的公示	
6707	18064209	四川省文化和旅游厅2022年国家级文化和旅游行业报宣传项目竞争性磋商废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064209.htm	四川省文化和旅游厅年国家级文化和旅游行业报宣传项目竞争性磋商废标公告	
6708	18064219	黑龙江教师发展学院学院财务收费网络平台系统采购单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064219.htm	黑龙江教师发展学院学院财务收费网络平台系统采购单一来源公告	
6709	18064275	应急声像宣传制作应（第一包：急管理公益宣传品设计与制作）废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064275.htm	应急声像宣传制作应第一包急管理公益宣传品设计与制作废标公告	
6710	18064296	五大连池市妇幼保健院医疗设备(二次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064296.htm	五大连池市妇幼保健院医疗设备二次结果公告	
6712	18064394	山东省血液中心进口耗材项目二（1包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064394.htm	山东省血液中心进口耗材项目二包单一来源采购公示	
6713	18064410	黑龙江省商务厅黑龙江省省级冻猪肉储备承储企业补贴项目（公检费）(五次)单一来源公告		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064410.htm	黑龙江省商务厅黑龙江省省级冻猪肉储备承储企业补贴项目公检费五次单一来源公告	
6714	18064427	三亚市教育局 -智慧校园网络、广播设备等-终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064427.htm	三亚市教育局智慧校园网络广播设备等终止公告	
6715	18064435	三亚市教育局 -智慧校园网络、广播设备等-终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064435.htm	三亚市教育局智慧校园网络广播设备等终止公告	
6716	18064437	凉山彝族自治州第五人民医院厨师辅助服务费结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064437.htm	凉山彝族自治州第五人民医院厨师辅助服务费结果公告	
6717	18064447	山东省血液中心进口耗材项目二（2包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064447.htm	山东省血液中心进口耗材项目二包单一来源采购公示	
6719	18064460	黑龙江省中医药科学院黑龙江省西学中在线培训及管理服务项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064460.htm	黑龙江省中医药科学院黑龙江省西学中在线培训及管理服务项目结果公告	
6720	18064477	山东省血液中心进口耗材项目一（1包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064477.htm	山东省血液中心进口耗材项目一包单一来源采购公示	
6721	18064493	山东省血液中心进口耗材项目一（3包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064493.htm	山东省血液中心进口耗材项目一包单一来源采购公示	
6723	18064501	山东省血液中心进口耗材项目一（2包）单一来源采购公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064501.htm	山东省血液中心进口耗材项目一包单一来源采购公示	
6725	18064526	汶川县漩口镇人民政府漩口镇小麻溪村桥梁建设项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064526.htm	汶川县漩口镇人民政府漩口镇小麻溪村桥梁建设项目结果公告	
6727	18064558	旬阳市文化文物旅游广电局“送戏下乡”政府购买演出服务采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064558.htm	旬阳市文化文物旅游广电局送戏下乡政府购买演出服务采购实行单一来源采购方式的公示	
6729	18064655	节约用水宣传与节水展馆运维 —2022年度节水宣传品设计制作废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064655.htm	节约用水宣传与节水展馆运维年度节水宣传品设计制作废标公告	
6730	18064682	黑龙江护理高等专科学校A202144学校增设隔栏项目(三次)终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064682.htm	黑龙江护理高等专科学校学校增设隔栏项目三次终止公告	
6733	18064703	四川省疾病预防控制中心新冠病毒室间质控品及全序列捕获试剂盒采购项目终止（废标）公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064703.htm	四川省疾病预防控制中心新冠病毒室间质控品及全序列捕获试剂盒采购项目终止废标公告	
6734	18064705	济宁经开区疃里镇2022年度冬季清洁取暖（电代煤）项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064705.htm	济宁经开区疃里镇年度冬季清洁取暖电代煤项目废标公告	
6735	18064714	七台河市人民政府办公室节能宣传周宣传品采购询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18064714.htm	七台河市人民政府办公室节能宣传周宣传品采购询价公告	
6737	18064731	聊城经济技术开发区管委会机关餐厅外包服务采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064731.htm	聊城经济技术开发区管委会机关餐厅外包服务采购项目废标公告	
