	ref	object_original	trade_original	url	object	trade
10314	18084396	和政县人民医院采购DR平板探测器项目成交公告	货物/其他货物	http://www.ccgp.gov.cn/cggg/dfgg/cjgg/202206/t20220615_18084396.htm	和政县人民医院采购平板探测器项目成交公告	货物
10315	18084424	市场宣传推广类项目运动队载体推广单一来源采购公示	服务/文化、体育、娱乐服务/体育服务/其他体育服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084424.htm	市场宣传推广类项目运动队载体推广单一来源采购公示	服务
10316	18084453	江西省公安厅培训耗材采购(项目二）询价公告	服务/批发和零售服务/零售服务/无店铺和其他零售服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084453.htm	江西省公安厅培训耗材采购项目二询价公告	服务
10318	18084575	中华人民共和国珠海出入境边防检查总站2022年办公楼部分节能设备采购项目成交公告	货物/办公消耗用品及类似物品/其他办公消耗用品及类似物品	http://www.ccgp.gov.cn/cggg/zygg/cjgg/202206/t20220615_18084575.htm	中华人民共和国珠海出入境边防检查总站年办公楼部分节能设备采购项目成交公告	货物
10319	18084577	江西省公安厅培训耗材采购（项目一）询价公告	服务/批发和零售服务/零售服务/无店铺和其他零售服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084577.htm	江西省公安厅培训耗材采购项目一询价公告	服务
10320	18084678	随州市曾都医院综合楼、门诊楼项目双电源高压专线线路工程单一来源公示	工程	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084678.htm	随州市曾都医院综合楼门诊楼项目双电源高压专线线路工程单一来源公示	工程
10321	18084750	中共福建省委宣传部购买省新闻发布厅运维保障服务项目单一来源采购公示	服务/会议和展览服务/展览服务/其他会展服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084750.htm	中共福建省委宣传部购买省新闻发布厅运维保障服务项目单一来源采购公示	服务
10322	18084825	上海科技馆馆间裸光纤年租费（至自博馆）单一来源采购公示	服务/信息技术服务/运行维护服务/其他运行维护服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084825.htm	上海科技馆馆间裸光纤年租费至自博馆单一来源采购公示	服务
10323	18084878	台山市静脉产业园项目单一来源采购公示	服务/环境服务/其他无害固体废物处理服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084878.htm	台山市静脉产业园项目单一来源采购公示	服务
10324	18084884	中共大同市委组织部党员教育中心电视栏目《大同先锋》单一来源采购公示	服务/文化、体育、娱乐服务/广播、电视、电影和音像服务/电视服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084884.htm	中共大同市委组织部党员教育中心电视栏目大同先锋单一来源采购公示	服务
10325	18084891	百色市人民医院CT机专用球管采购YZLBS2022-D1-008-BSZC单一来源征求意见公示	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18084891.htm	百色市人民医院机专用球管采购单一来源征求意见公示	货物
10327	18085107	福建省港航事业发展中心2022年度中心海事专线电路租用服务项目单一来源采购公示	服务/电信和其他信息传输服务/电信服务/基础电信服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085107.htm	福建省港航事业发展中心年度中心海事专线电路租用服务项目单一来源采购公示	服务
10328	18085116	酒泉市畜牧兽医总站2022年酒泉市水生生物资源保护增殖放流祁连山裸鲤采购项目单一来源采购公示	服务/农林牧副渔服务/渔业服务/鱼苗、鱼种培育和养殖服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085116.htm	酒泉市畜牧兽医总站年酒泉市水生生物资源保护增殖放流祁连山裸鲤采购项目单一来源采购公示	服务
10329	18085190	烟台大学实验实践教学创新服务平台功能运营维护项目单一来源采购公示	服务/信息技术服务/软件开发服务/应用软件开发服务/行业应用软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085190.htm	烟台大学实验实践教学创新服务平台功能运营维护项目单一来源采购公示	服务
10331	18085293	研究生培养系统定制开发服务（三期）项目单一来源采购公示	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085293.htm	研究生培养系统定制开发服务三期项目单一来源采购公示	服务
10333	18085365	厦门市集美区纪检监察事务中心办公楼物业管理服务单一来源采购审核前公示	服务/房地产服务/物业管理服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220615_18085365.htm	厦门市集美区纪检监察事务中心办公楼物业管理服务单一来源采购审核前公示	服务
10334	18085775	上海国家会计学院综合业务平台2022年度需求更新及功能迭代项目公开招标公告	服务/信息技术服务/信息系统集成实施服务/其他系统集成实施服务,服务/信息技术服务/信息系统集成实施服务/安全集成实施服务,服务/信息技术服务/信息系统集成实施服务/软件集成实施服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085775.htm	上海国家会计学院综合业务平台年度需求更新及功能迭代项目公开招标公告	服务
10335	18075463	江西省大业工程造价咨询有限公司关于抚州仟佰里汽车服务有限公司办公用品及监控设备采购项目（采购编号：JXDY-202205-X006）竞争性谈判采购公告	货物/通用设备/计算机设备及软件/其他计算机设备及软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075463.htm	抚州仟佰里汽车服务有限公司办公用品及监控设备采购项目采购编号竞争性谈判采购公告	货物
10336	18072494	某单位采购走航式多普勒流速剖面仪（ADCP）及配套使用软件竞争性谈判公告	货物/通用设备/仪器仪表/光学仪器/航测仪器,货物/通用设备/通信设备/传真及数据数字通信设备/数据、多媒体通信终端设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072494.htm	某单位采购走航式多普勒流速剖面仪及配套使用软件竞争性谈判公告	货物
10337	18078135	福建盛鑫-2021-JLDJCB-W3004-旧轮胎采购（三次采购）-竞争性谈判公告	货物/通用设备/车辆/车辆附属设施及零部件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18078135.htm	福建盛鑫旧轮胎采购三次采购竞争性谈判公告	货物
10338	18072850	某部医院磁共振维保服务采购项目单一来源采购公示	服务/维修和保养服务/医疗设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220614_18072850.htm	某部医院磁共振维保服务采购项目单一来源采购公示	服务
10339	18080997	福建某部百胜MYLab 30床边彩超维保服务采购项目竞争性谈判公告	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080997.htm	福建某部百胜床边彩超维保服务采购项目竞争性谈判公告	服务
10342	18044799	闽清县梅溪卫生院2022年预防接种数字化门诊系统设备货物采购项目邀请招标公告	货物/通用设备/办公设备/LED显示屏	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220609_18044799.htm	闽清县梅溪卫生院年预防接种数字化门诊系统设备货物采购项目邀请招标公告	货物
10343	18076924	福州市五一广场管理处福州五一广场绿化改造提升项目邀请招标公告	工程/构筑物施工/公共设施施工/园林绿化工程施工	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220614_18076924.htm	福州市五一广场管理处福州五一广场绿化改造提升项目邀请招标公告	工程
10344	18076819	福建农业职业技术学院房屋安全监测项目竞争性谈判公告	服务/工程咨询管理服务/工程勘探服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076819.htm	福建农业职业技术学院房屋安全监测项目竞争性谈判公告	服务
10345	18085069	厦门华沧-竞争性谈判-2022-HCJZ-SH484B-课桌椅（二次采购）-采购公告	货物/家具用具/组合家具	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085069.htm	厦门华沧竞争性谈判课桌椅二次采购采购公告	货物
10346	18084993	厦门华沧-竞争性谈判-2022-HCJZ-SH505B-课桌椅采购（二次采购）-采购公告	货物/家具用具/组合家具	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084993.htm	厦门华沧竞争性谈判课桌椅采购二次采购采购公告	货物
10347	18084829	厦门华沧-竞争性谈判-2022-HCJZ-SH539-学校音乐社团器材添置的竞争性谈判公告	货物/专用设备/文艺设备/乐器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084829.htm	厦门华沧竞争性谈判学校音乐社团器材添置的竞争性谈判公告	货物
10348	18071551	高压电缆等部分配电改造项目监理竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071551.htm	高压电缆等部分配电改造项目监理竞争性谈判公告	服务
10349	18084620	某单位某型飞机专业虚拟练习软件采购询价公告	货物/通用设备/计算机设备及软件/计算机软件/其他计算机软件	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084620.htm	某单位某型飞机专业虚拟练习软件采购询价公告	货物
10350	18077701	消防器材(灭火器)检修维护、更新项目（二次）竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077701.htm	消防器材灭火器检修维护更新项目二次竞争性谈判公告	服务
10351	18082228	外购教材采购（四次）询价公告	货物/纸、纸制品及印刷品/印刷品/普通图书	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082228.htm	外购教材采购四次询价公告	货物
10352	18082246	某部动态环境和通信部署模块软件开发外协项目竞争性谈判公告（三次）	货物/通用设备/计算机设备及软件/计算机软件/嵌入式软件,服务/信息技术服务/软件开发服务/嵌入式软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082246.htm	某部动态环境和通信部署模块软件开发外协项目竞争性谈判公告三次	货物
10353	18073786	某部遴选专利代理服务供应商项目竞争性谈判公告	货物/无形资产/非金融无形资产/专利	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18073786.htm	某部遴选专利代理服务供应商项目竞争性谈判公告	货物
10354	18071220	某单位多媒体会议屏采购项目第二次竞争性谈判公告	货物/通用设备/办公设备/LED显示屏	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071220.htm	某单位多媒体会议屏采购项目第二次竞争性谈判公告	货物
10355	18083916	某部物业（绿化及保洁）服务采购项目竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083916.htm	某部物业绿化及保洁服务采购项目竞争性谈判公告	服务
10356	18076053	鸟情调查服务(第二次）竞争性谈判公告	服务/商务服务/其他商务服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076053.htm	鸟情调查服务第二次竞争性谈判公告	服务
10357	18085768	某部史馆维护更新项目公开招标公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085768.htm	某部史馆维护更新项目公开招标公告	工程
10358	18077620	某部视频媒体中心建设项目竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077620.htm	某部视频媒体中心建设项目竞争性谈判公告	工程
10359	18079569	某部箱式变电站采购及安装项目竞争性谈判公告	货物/通用设备/电气设备/变压器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079569.htm	某部箱式变电站采购及安装项目竞争性谈判公告	货物
10360	18073751	某部门禁系统建设项目竞争性谈判公告	服务/信息技术服务/信息系统集成实施服务/其他系统集成实施服务,服务/信息技术服务/信息系统集成实施服务/安全集成实施服务,服务/信息技术服务/信息系统集成实施服务/软件集成实施服务,服	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18073751.htm	某部门禁系统建设项目竞争性谈判公告	服务
10361	18075048	某单位排水泵房、杂物库房及排水沟整修项目（二次）竞争性谈判公告	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075048.htm	某单位排水泵房杂物库房及排水沟整修项目二次竞争性谈判公告	服务
10362	18085162	手持频谱检测设备项目竞争性谈判公告（二次）	货物/通用设备/通信设备/无线电通信设备/其他无线电通信设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085162.htm	手持频谱检测设备项目竞争性谈判公告二次	货物
10363	18069940	某单位快餐采购项目竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18069940.htm	某单位快餐采购项目竞争性谈判公告	货物
10364	18069848	某单位监控及附属设施采购项目竞争性谈判公告	货物/通用设备/计算机设备及软件/其他计算机设备及软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18069848.htm	某单位监控及附属设施采购项目竞争性谈判公告	货物
10365	18075669	淄博市某部车辆保险采购竞争性谈判公告竞争性谈判公告	服务/金融服务/保险服务/财产保险服务/机动车保险服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075669.htm	淄博市某部车辆保险采购竞争性谈判公告竞争性谈判公告	服务
10366	18076003	淄博市某单位鸟情调查采购项目竞争性谈判公告	服务/商务服务/其他商务服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076003.htm	淄博市某单位鸟情调查采购项目竞争性谈判公告	服务
10367	18082125	移动遮雨棚采购项目（第二次）谈判公告	货物/土地、建筑物及构筑物/构筑物/罩棚,货物/家具用具/架类/金属质架类	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082125.htm	移动遮雨棚采购项目第二次谈判公告	货物
10368	18078810	长春某学校某车辆特修维修设备工装（二次）竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078810.htm	长春某学校某车辆特修维修设备工装二次竞争性谈判公告	货物
10369	18072078	采购未被污染的输液瓶（袋）处置服务（第二次）竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072078.htm	采购未被污染的输液瓶袋处置服务第二次竞争性谈判公告	服务
10370	18081978	物资采购中心营区配电房消防改造询价公告	工程/专业施工/消防工程和安防工程	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18081978.htm	物资采购中心营区配电房消防改造询价公告	工程
10371	18084114	物资采购中心肿瘤科实验室净化改造项目竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084114.htm	物资采购中心肿瘤科实验室净化改造项目竞争性谈判公告	货物
10372	18077108	纤维气管插管镜（第二次）竞争性谈判公告（2022-JL13(05)-W30013）	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077108.htm	纤维气管插管镜第二次竞争性谈判公告	货物
10373	18085232	超声经颅多普勒血流分析仪项目竞争性谈判公告(2022-JL13(05)-W30015)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085232.htm	超声经颅多普勒血流分析仪项目竞争性谈判公告	货物
10374	18085209	多导睡眠记录仪项目竞争性谈判公告(2022-JL13(05)-W30016)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085209.htm	多导睡眠记录仪项目竞争性谈判公告	货物
10375	18081197	手术床（第三次）项目竞争性谈判公告（2022-JL13(05)-W30017）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081197.htm	手术床第三次项目竞争性谈判公告	货物
10376	18085302	彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30026)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085302.htm	彩色多普勒超声诊断仪项目竞争性谈判公告	货物
10377	18085346	便携式彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30027)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085346.htm	便携式彩色多普勒超声诊断仪项目竞争性谈判公告	货物
10378	18085317	便携式彩色多普勒超声诊断仪项目竞争性谈判公告(2022-JL13(05)-W30028)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085317.htm	便携式彩色多普勒超声诊断仪项目竞争性谈判公告	货物
10379	18077385	动态心电血压记录仪竞争性谈判公告（2022-JL13(05)-W30032）	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077385.htm	动态心电血压记录仪竞争性谈判公告	货物
10380	18084588	数字化上肢多功能系列训练系统（第二次）竞争性谈判公告（2022-JL13(05)-W30039）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084588.htm	数字化上肢多功能系列训练系统第二次竞争性谈判公告	货物
10381	18084381	步态分析测力台系统（第二次）竞争性谈判公告（2022-JL13(05)-W30041）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084381.htm	步态分析测力台系统第二次竞争性谈判公告	货物
10382	18085207	放射紫外双检测器高效液相色谱仪项目竞争性谈判公告(2022-JL13(05)-W30043)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085207.htm	放射紫外双检测器高效液相色谱仪项目竞争性谈判公告	货物
10383	18085295	气相色谱仪项目竞争性谈判公告(2022-JL13(05)-W30044)	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085295.htm	气相色谱仪项目竞争性谈判公告	货物
10384	18083466	心电图机项目询价公告（2022-JL13(05)-W40006）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083466.htm	心电图机项目询价公告	货物
10385	18083826	细菌内毒素检测仪项目询价公告（2022-JL13(05)-W40026）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083826.htm	细菌内毒素检测仪项目询价公告	货物
10386	18084053	区域xγ辐射监测仪项目询价公告（2022-JL13(05)-W40027）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084053.htm	区域γ辐射监测仪项目询价公告	货物
10387	18084479	便携式多道γ能谱仪项目询价公告（2022-JL13(05)-W40028）	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18084479.htm	便携式多道γ能谱仪项目询价公告	货物
10388	18077983	信息软件系统维保采购公告	服务/信息技术服务/运行维护服务/软件运维服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077983.htm	信息软件系统维保采购公告	服务
10389	18078002	灰阶显示屏竞争性谈判公告	货物/专用设备/医疗设备/普通诊察器械	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18078002.htm	灰阶显示屏竞争性谈判公告	货物
10390	18042742	济南某单位设施建设2022年度第一批次批量发包项目采购邀请招标公告	工程/建筑物施工/军事用房施工	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220608_18042742.htm	济南某单位设施建设年度第一批次批量发包项目采购邀请招标公告	工程
10391	18081723	某部专用房屋建设工程监理竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081723.htm	某部专用房屋建设工程监理竞争性谈判公告	服务
10392	18069800	山东某部办公楼改造工程监理项目二次竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18069800.htm	山东某部办公楼改造工程监理项目二次竞争性谈判公告	服务
10393	18069853	某单位大门口安防设施采购项目竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220613_18069853.htm	某单位大门口安防设施采购项目竞争性谈判公告	货物
10394	18085212	某单位人力资源辅助决策系统（2.0版）竞争性谈判公告	服务/信息技术服务/软件开发服务/基础软件开发服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085212.htm	某单位人力资源辅助决策系统版竞争性谈判公告	服务
10395	18076774	山东某部大型库房建设工程监理项目二次竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076774.htm	山东某部大型库房建设工程监理项目二次竞争性谈判公告	服务
10396	18077765	华诚博远-2022-JLDBZB-F3016-综合管理信息化平台测评服务-竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077765.htm	华诚博远综合管理信息化平台测评服务竞争性谈判公告	服务
10397	18085257	华诚博远-2022-JLDBZB-W1014-全自动生化分析仪（二次招标）-招标公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085257.htm	华诚博远全自动生化分析仪二次招标招标公告	货物
10398	18076099	信息化设备（含安装）采购项目竞争性谈判公告	货物/通用设备/计算机设备及软件/其他计算机设备及软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076099.htm	信息化设备含安装采购项目竞争性谈判公告	货物
10399	18085195	抢险救援物资（二次）公开招标公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085195.htm	抢险救援物资二次公开招标公告	货物
10400	18085483	某单位DR及钼靶、学术厅空调安装公开招标公告	工程/建筑安装工程/通风和空调设备安装,货物/通用设备/电气设备/生活用电器/空气调节电器/空调机,货物/通用设备/机械设备/制冷空调设备/空调机组	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085483.htm	某单位及钼靶学术厅空调安装公开招标公告	货物
10401	18083345	某单位定岗定编人力资源服务采购（二次）竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083345.htm	某单位定岗定编人力资源服务采购二次竞争性谈判公告	服务
10402	18083908	某单位地面划线及挡车杆采购项目（三次）询价公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083908.htm	某单位地面划线及挡车杆采购项目三次询价公告	服务
10403	18078651	某单位骨科3D打印成型技术服务竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078651.htm	某单位骨科打印成型技术服务竞争性谈判公告	服务
10404	18075460	某单位前置机服务器竞争性谈判公告	货物/通用设备/计算机设备及软件/计算机设备/服务器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075460.htm	某单位前置机服务器竞争性谈判公告	货物
10405	18075364	某单位护理白板竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075364.htm	某单位护理白板竞争性谈判公告	货物
10406	18075543	某单位移动护理平板竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075543.htm	某单位移动护理平板竞争性谈判公告	货物
10407	18075070	某单位PDA竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075070.htm	某单位竞争性谈判公告	货物
10408	18075615	某单位移动医护推车竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075615.htm	某单位移动医护推车竞争性谈判公告	货物
10409	18079217	PACS存储空间扩容竞争性谈判公告（项目编号：2022-JLJY（59）-W30032）	货物/通用设备/计算机设备及软件/计算机软件/基础软件/数据库管理系统	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079217.htm	存储空间扩容竞争性谈判公告	货物
10410	18079480	超融合服务器竞争性谈判公告（项目编号：2022-JLJY（59）-W30033）	货物/通用设备/计算机设备及软件/计算机软件/基础软件/操作系统	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079480.htm	超融合服务器竞争性谈判公告	货物
10411	18079385	UPS系统更换竞争性谈判公告（项目编号：2022-JLJY（59）-W30034）	货物/通用设备/计算机设备及软件/计算机软件/基础软件/操作系统	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079385.htm	系统更换竞争性谈判公告	货物
10412	18079597	某医院门诊部机房建设及光缆敷设竞争性谈判公告（项目编号：2022-JLJY（59）-W30036）	货物/通用设备/电气设备/光缆	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079597.htm	某医院门诊部机房建设及光缆敷设竞争性谈判公告	货物
10413	18074074	某部系统升级竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18074074.htm	某部系统升级竞争性谈判公告	货物
10414	18084758	某部零星工程项目全过程咨询企业选取（项目编号：2022-JLNSHB-F3008）竞争性谈判公告	服务/工程咨询管理服务/其他工程咨询管理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084758.htm	某部零星工程项目全过程咨询企业选取竞争性谈判公告	服务
10415	18070858	设备维护服务采购项目（二次）竞争性谈判公告	服务/维修和保养服务/办公设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070858.htm	设备维护服务采购项目二次竞争性谈判公告	服务
10416	18084665	某部微生物实验室仪器设备采购竞争性谈判公告	货物/通用设备/仪器仪表/试验仪器及装置/其他试验仪器及装置	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084665.htm	某部微生物实验室仪器设备采购竞争性谈判公告	货物
10417	18072152	某部四季花园租车采购项目竞争性谈判公告	服务/租赁服务（不带操作员）/车辆及其他运输机械租赁服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072152.htm	某部四季花园租车采购项目竞争性谈判公告	服务
10418	18084954	中国人民解放军某部队公寓住房及阳光棚装修改造项目竞争性谈判公告	工程/建筑物施工/居住用房施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084954.htm	中国人民解放军某部队公寓住房及阳光棚装修改造项目竞争性谈判公告	工程
10419	18085462	某部车辆定点维修服务项目（二次）公开招标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085462.htm	某部车辆定点维修服务项目二次公开招标公告	服务
10420	18082749	某部电梯维保及司乘服务询价公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082749.htm	某部电梯维保及司乘服务询价公告	服务
10421	18082839	某部政治文化环境建设设计项目竞争性谈判公告	服务/工程咨询管理服务/工程设计服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082839.htm	某部政治文化环境建设设计项目竞争性谈判公告	服务
